"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Neptune Township School District, New Jersey","3411160",27605,2829,1708,23068,17645,1757,1124,14764,6625,605,446,5574,401,10,11,380,2934,457,127,2350
"New Brunswick City School District, New Jersey","3411220",47126,13127,6786,27213,20088,7449,2464,10175,5541,1443,434,3664,2036,370,489,1177,19461,3865,3399,12197
"New Milford Borough School District, New Jersey","3411280",16053,504,584,14965,6187,275,251,5661,4734,95,222,4417,194,0,0,194,4938,134,111,4693
"New Providence Borough School District, New Jersey","3411310",11950,571,210,11169,6530,307,91,6132,3017,35,16,2966,99,11,0,88,2304,218,103,1983
"Newark City School District, New Jersey","3411340",262742,68557,32348,161837,134827,41890,15994,76943,38958,9047,4784,25127,17346,4869,2311,10166,71611,12751,9259,49601
"Newton Town School District, New Jersey","3411400",7547,1059,743,5745,5294,594,493,4207,1238,193,144,901,85,0,6,79,930,272,100,558
"North Arlington Borough School District, New Jersey","3411430",15340,1004,603,13733,9056,468,419,8169,1794,207,126,1461,277,50,0,227,4213,279,58,3876
"North Bergen Township School District, New Jersey","3411460",59258,6865,6857,45536,20325,2273,2533,15519,8345,1204,543,6598,2292,364,291,1637,28296,3024,3490,21782
"North Brunswick Township School District, New Jersey","3411490",38899,2426,2772,33701,18031,1314,1177,15540,6842,301,389,6152,624,53,119,452,13402,758,1087,11557
"North Plainfield Borough School District, New Jersey","3411640",21826,1818,1472,18536,10675,691,561,9423,2745,36,144,2565,567,0,38,529,7839,1091,729,6019
"Nutley Town School District, New Jersey","3411880",28077,1169,1334,25574,17997,736,803,16458,4297,177,103,4017,332,7,33,292,5451,249,395,4807
"Oaklyn Borough School District, New Jersey","3411940",4061,204,170,3687,2527,85,114,2328,1245,101,41,1103,76,18,0,58,213,0,15,198
"Ocean City School District, New Jersey","3411970",11730,865,735,10130,4142,386,221,3535,6975,462,368,6145,69,0,0,69,544,17,146,381
"Ocean Township School District, New Jersey","3412060",27482,1523,1301,24658,16309,672,674,14963,6565,446,253,5866,212,9,41,162,4396,396,333,3667
"Orange City Township School District, New Jersey","3412270",29783,5715,3736,20332,13747,2935,1623,9189,4307,949,458,2900,771,94,233,444,10958,1737,1422,7799
"Palisades Park Borough School District, New Jersey","3412360",19311,2422,1732,15157,3606,323,193,3090,2454,200,136,2118,204,0,47,157,13047,1899,1356,9792
"Palmyra Borough School District, New Jersey","3412390",7399,651,547,6201,3879,427,363,3089,3026,137,107,2782,34,0,7,27,460,87,70,303
"Paramus Borough School District, New Jersey","3412420",25142,910,1073,23159,12311,458,641,11212,5828,296,189,5343,149,0,34,115,6854,156,209,6489
"Park Ridge Borough School District, New Jersey","3412450",8440,184,186,8070,4635,86,35,4514,2635,92,63,2480,35,0,0,35,1135,6,88,1041
"Parsippany-Troy Hills Township School District, New Jersey","3412480",52642,1856,1252,49534,25196,664,477,24055,9609,357,185,9067,496,21,43,432,17341,814,547,15980
"Passaic City School District, New Jersey","3412540",68793,20099,11896,36798,25455,9013,4202,12240,7546,949,731,5866,3736,819,986,1931,32056,9318,5977,16761
"Paterson City School District, New Jersey","3412690",144202,39106,20582,84514,67304,21082,8770,37452,14585,4182,1612,8791,19781,5692,3874,10215,42532,8150,6326,28056
"Paulsboro Borough School District, New Jersey","3412720",6138,1550,640,3948,4410,1006,345,3059,1293,422,132,739,227,0,163,64,208,122,0,86
"Pemberton Township School District, New Jersey","3412810",28897,2779,2558,23560,15180,1929,1883,11368,10149,573,515,9061,1442,117,48,1277,2126,160,112,1854
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",12997,2127,1623,9247,7808,1458,1122,5228,3990,443,329,3218,298,121,33,144,901,105,139,657
"Pennsauken Township School District, New Jersey","3412870",35669,3265,3063,29341,17795,1842,1597,14356,10682,642,567,9473,2441,118,202,2121,4751,663,697,3391
"Pequannock Township School District, New Jersey","3412900",15387,399,276,14712,10348,219,162,9967,3381,80,51,3250,71,0,15,56,1587,100,48,1439
"Perth Amboy City School District, New Jersey","3412930",49999,9958,5953,34088,21290,4312,2164,14814,4545,661,390,3494,5923,1236,693,3994,18241,3749,2706,11786
"Phillipsburg Town School District, New Jersey","3412960",14957,2913,1565,10479,9970,2252,967,6751,3870,522,403,2945,241,71,32,138,876,68,163,645
"Pine Hill Borough School District, New Jersey","3412990",10239,1439,527,8273,6235,848,310,5077,3371,440,197,2734,124,7,12,105,509,144,8,357
"Pine Valley Borough School District, New Jersey","3413020",12,0,0,12,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",49742,2248,1624,45870,22518,974,785,20759,8549,258,175,8116,698,36,102,560,17977,980,562,16435
"Pitman Borough School District, New Jersey","3413080",9095,489,348,8258,5867,392,168,5307,2925,97,177,2651,84,0,0,84,219,0,3,216
"Pittsgrove Township School District, New Jersey","3413110",9228,483,598,8147,6562,421,443,5698,2410,60,145,2205,133,0,10,123,123,2,0,121
"Plainfield City School District, New Jersey","3413140",48521,9211,5136,34174,21083,4513,1874,14696,9249,1321,615,7313,1081,145,266,670,17108,3232,2381,11495
"Pleasantville City School District, New Jersey","3413200",19787,3754,2484,13549,9778,2030,1273,6475,3666,493,401,2772,1576,633,226,717,4767,598,584,3585
"Plumsted Township School District, New Jersey","3413230",8345,372,190,7783,6407,221,148,6038,1443,114,41,1288,96,0,0,96,399,37,1,361
"Point Pleasant Borough School District, New Jersey","3413290",18388,713,880,16795,14389,598,677,13114,3466,76,97,3293,123,0,59,64,410,39,47,324
"Point Pleasant Beach Borough School District, New Jersey","3413320",5134,521,342,4271,3856,508,320,3028,980,13,4,963,25,0,0,25,273,0,18,255
"Pompton Lakes Borough School District, New Jersey","3413350",10993,380,545,10068,7376,117,232,7027,1596,69,0,1527,65,0,0,65,1956,194,313,1449
"Princeton Regional School District, New Jersey","3413410",22136,1650,827,19659,5554,213,215,5126,9954,771,316,8867,513,33,10,470,6115,633,286,5196
