"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Port Republic City School District, New Jersey","3413380",812,82,249,211,178,92,491,42,162,127,110,50,214,17,52,71,41,33,7,0,0,0,4,3,100,23,35,13,23,6
"Princeton Regional School District, New Jersey","3413410",16716,688,1172,1538,4658,8660,2815,137,318,480,841,1039,7892,62,418,579,2406,4427,420,44,56,8,146,166,5589,445,380,471,1265,3028
"Quinton Township School District, New Jersey","3413500",1854,232,873,480,241,28,1313,182,685,311,121,14,502,36,188,163,101,14,5,0,0,0,5,0,34,14,0,6,14,0
"Rahway City School District, New Jersey","3413530",19112,2299,6932,5152,3045,1684,9433,584,3704,2745,1615,785,3862,544,1247,1109,581,381,491,103,177,122,53,36,5326,1068,1804,1176,796,482
"Ramsey Borough School District, New Jersey","3413590",10141,280,1701,2396,3442,2322,4287,103,933,1042,1478,731,4032,14,570,918,1377,1153,175,36,15,47,40,37,1647,127,183,389,547,401
"Randolph Township School District, New Jersey","3413650",17069,588,2264,2862,6411,4944,6945,171,1218,1374,2536,1646,5366,175,480,801,2082,1828,265,29,0,95,124,17,4493,213,566,592,1669,1453
"Hazlet Township School District, New Jersey","3413680",14381,1254,5110,4294,2628,1095,7646,690,2800,2363,1372,421,4922,244,1818,1520,802,538,224,30,91,56,47,0,1589,290,401,355,407,136
"Ridgefield Borough School District, New Jersey","3413770",7620,893,2495,1502,1937,793,2287,140,810,647,455,235,797,87,212,225,108,165,212,8,46,43,115,0,4324,658,1427,587,1259,393
"Ridgefield Park Township School District, New Jersey","3413800",8532,914,2596,2328,1921,773,2631,194,925,862,483,167,2021,181,704,405,484,247,196,101,59,9,27,0,3684,438,908,1052,927,359
"Ridgewood Village School District, New Jersey","3413830",16311,399,1382,2278,6887,5365,4064,144,560,585,1813,962,7892,100,566,974,3437,2815,242,27,10,72,90,43,4113,128,246,647,1547,1545
"Riverdale Borough School District, New Jersey","3413980",2893,143,982,580,733,455,1797,62,623,435,457,220,643,12,230,129,132,140,24,9,6,0,9,0,429,60,123,16,135,95
"Riverside Township School District, New Jersey","3414010",5258,850,2524,1230,497,157,2489,248,1357,534,271,79,1637,237,741,525,96,38,79,12,39,10,18,0,1053,353,387,161,112,40
"Riverton Borough School District, New Jersey","3414040",2003,66,504,497,654,282,806,15,246,192,220,133,1090,35,236,251,425,143,14,0,0,0,8,6,93,16,22,54,1,0
"Rochelle Park Township School District, New Jersey","3414070",4218,493,1442,884,885,514,1716,132,676,416,347,145,1049,111,195,303,210,230,15,0,0,0,15,0,1438,250,571,165,313,139
"Rockleigh Borough School District, New Jersey","3414160",375,40,139,55,91,50,118,6,36,17,43,16,174,21,68,34,30,21,2,0,0,0,0,2,81,13,35,4,18,11
"Roosevelt Borough School District, New Jersey","3414220",574,13,195,124,151,91,255,2,105,60,68,20,228,0,61,53,59,55,10,0,8,2,0,0,81,11,21,9,24,16
"Roselle Borough School District, New Jersey","3414280",14770,1497,5400,4807,2143,923,5591,280,2387,2033,659,232,3042,249,1041,1069,411,272,287,67,64,100,46,10,5850,901,1908,1605,1027,409
"Roselle Park Borough School District, New Jersey","3414310",9287,882,3088,2691,1804,822,3980,304,1401,1243,711,321,1085,85,261,268,291,180,624,44,234,267,69,10,3598,449,1192,913,733,311
"Roxbury Township School District, New Jersey","3414340",15794,898,4472,3739,4405,2280,9253,391,2911,2365,2409,1177,3935,205,892,894,1250,694,244,0,58,42,81,63,2362,302,611,438,665,346
"Rutherford Borough School District, New Jersey","3414460",12406,864,2382,3141,3808,2211,5836,249,1266,1517,1875,929,2878,128,515,745,891,599,76,35,27,8,6,0,3616,452,574,871,1036,683
"Saddle Brook Township School District, New Jersey","3414490",9883,858,3301,2747,2109,868,5092,304,2176,1370,951,291,2083,128,507,694,506,248,60,20,0,40,0,0,2648,406,618,643,652,329
"Saddle River Borough School District, New Jersey","3414520",2317,22,609,504,613,569,718,7,111,192,280,128,964,15,295,144,187,323,33,0,26,0,0,7,602,0,177,168,146,111
"Salem City School District, New Jersey","3414550",3076,771,1360,672,167,106,2056,508,948,411,112,77,848,199,350,233,54,12,41,35,0,6,0,0,131,29,62,22,1,17
"Sayreville Borough School District, New Jersey","3414640",30367,2596,9326,8154,6798,3493,12364,749,5097,3589,2057,872,6854,498,2132,2449,1087,688,857,135,377,133,178,34,10292,1214,1720,1983,3476,1899
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",21185,493,3424,5510,6929,4829,8918,178,2113,2467,2691,1469,7624,70,887,1871,2691,2105,244,28,65,30,99,22,4399,217,359,1142,1448,1233
"Sea Girt Borough School District, New Jersey","3414730",1369,9,238,239,501,382,805,9,192,129,282,193,505,0,39,105,186,175,16,0,0,0,16,0,43,0,7,5,17,14
"Sea Isle City School District, New Jersey","3414760",1601,75,567,423,332,204,556,17,204,177,117,41,982,51,355,234,200,142,16,0,4,0,0,12,47,7,4,12,15,9
"Secaucus Town School District, New Jersey","3414850",12889,1554,3067,2894,3248,2126,5270,636,1776,1252,1103,503,2287,136,437,398,915,401,394,83,39,139,78,55,4938,699,815,1105,1152,1167
"Somerville Borough School District, New Jersey","3415090",8646,708,2950,2069,2006,913,4508,180,1588,1413,987,340,1596,139,498,301,398,260,125,32,61,9,23,0,2417,357,803,346,598,313
"South Amboy City School District, New Jersey","3415120",6300,578,2478,1693,1035,516,3689,315,1578,999,613,184,1219,111,453,306,243,106,21,0,13,8,0,0,1371,152,434,380,179,226
"Lake Como Borough School District, New Jersey","3415150",1220,99,329,316,286,190,688,28,203,190,164,103,255,37,27,59,77,55,21,0,0,11,10,0,256,34,99,56,35,32
"South Bound Brook Borough School District, New Jersey","3415180",3262,243,1101,1042,624,252,1593,102,443,507,479,62,617,28,218,197,87,87,33,33,0,0,0,0,1019,80,440,338,58,103
"South Brunswick Township School District, New Jersey","3415210",29107,1660,4891,5541,9924,7091,8093,427,2300,2141,2327,898,7374,235,1458,1717,2329,1635,312,9,96,48,104,55,13328,989,1037,1635,5164,4503
"South Hackensack Township School District, New Jersey","3415240",1738,260,738,302,314,124,767,47,381,133,150,56,227,24,71,48,61,23,19,5,7,7,0,0,725,184,279,114,103,45
"South Orange-Maplewood School District, New Jersey","3415330",24933,1105,3489,4220,8689,7430,7976,165,1456,1795,2610,1950,10746,198,793,1266,4399,4090,335,31,73,17,142,72,5876,711,1167,1142,1538,1318
"South Plainfield Borough School District, New Jersey","3415360",16881,1743,5312,3752,4029,2045,8326,407,3062,2495,1609,753,3429,259,1064,590,1083,433,327,92,136,47,37,15,4799,985,1050,620,1300,844
"South River Borough School District, New Jersey","3415390",10802,1990,3648,2820,1565,779,4611,486,1582,1373,867,303,1935,198,651,583,280,223,424,131,234,59,0,0,3832,1175,1181,805,418,253
"Sparta Township School District, New Jersey","3415510",12745,328,2150,3155,4642,2470,6344,127,1365,1626,2283,943,4804,81,533,1187,1829,1174,118,0,49,7,22,40,1479,120,203,335,508,313
"Spotswood Borough School District, New Jersey","3415540",7619,635,2962,2072,1237,713,4240,278,1749,1302,547,364,1774,139,749,436,304,146,190,70,70,36,5,9,1415,148,394,298,381,194
"Spring Lake Borough School District, New Jersey","3415570",2243,37,370,404,764,668,1411,19,267,201,493,431,730,9,85,148,261,227,0,0,0,0,0,0,102,9,18,55,10,10
"Spring Lake Heights Borough School District, New Jersey","3415600",3627,115,704,765,1471,572,2189,88,412,470,902,317,1259,15,207,269,527,241,12,12,0,0,0,0,167,0,85,26,42,14
"Springfield Township School District, New Jersey","3415630",12176,867,2299,2507,3582,2921,5536,174,1143,1355,1769,1095,3024,101,464,558,984,917,83,13,39,20,11,0,3533,579,653,574,818,909
"Stone Harbor Borough School District, New Jersey","3415810",671,20,156,131,234,130,124,0,22,31,60,11,525,20,119,96,173,117,3,0,0,3,0,0,19,0,15,1,1,2
"Summit City School District, New Jersey","3415900",14241,816,1757,2278,4936,4454,4214,118,656,656,1569,1215,5711,23,264,675,2379,2370,292,67,22,66,86,51,4024,608,815,881,902,818
