"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Lawrence Township School District (Mercer County), New Jersey","3408400",30733,1783,1450,27500,14506,1116,616,12774,7605,261,352,6992,527,56,14,457,8095,350,468,7277
"Leonia Borough School District, New Jersey","3408520",8986,760,357,7869,2383,49,130,2204,2440,57,87,2296,157,31,0,126,4006,623,140,3243
"Lincoln Park Borough School District, New Jersey","3408580",9970,400,314,9256,6067,158,140,5769,1762,42,38,1682,218,81,0,137,1923,119,136,1668
"Linden City School District, New Jersey","3408610",40453,3733,3183,33537,21015,1860,1712,17443,5112,589,382,4141,1303,179,143,981,13023,1105,946,10972
"Lindenwold Borough School District, New Jersey","3408640",17556,3356,1942,12258,8909,2006,911,5992,5299,628,579,4092,495,43,0,452,2853,679,452,1722
"Longport Borough School District, New Jersey","3408671",1001,38,78,885,390,11,33,346,583,24,37,522,4,0,0,4,24,3,8,13
"Little Ferry Borough School District, New Jersey","3408760",10700,766,595,9339,4413,400,148,3865,1470,109,72,1289,163,0,0,163,4654,257,375,4022
"Livingston Township School District, New Jersey","3408820",29205,737,688,27780,15471,369,316,14786,6806,105,113,6588,204,3,0,201,6724,260,259,6205
"Lodi Borough School District, New Jersey","3408850",24212,3362,2183,18667,11523,1610,916,8997,3304,503,190,2611,784,166,126,492,8601,1083,951,6567
"Logan Township School District, New Jersey","3408880",6001,378,210,5413,2708,182,156,2370,2880,113,49,2718,125,14,2,109,288,69,3,216
"Long Branch City School District, New Jersey","3408940",30446,4851,4263,21332,15564,2856,2334,10374,4918,542,456,3920,983,110,157,716,8981,1343,1316,6322
"Lopatcong Township School District, New Jersey","3409000",7723,398,401,6924,4370,314,245,3811,2452,24,103,2325,151,0,0,151,750,60,53,637
"Lower Alloways Creek Township School District, New Jersey","3409030",1719,158,73,1488,1214,124,60,1030,495,32,13,450,8,0,0,8,2,2,0,0
"Pennsville Township School District, New Jersey","3409120",13290,1631,691,10968,7454,1012,404,6038,5253,525,271,4457,196,69,0,127,387,25,16,346
"Lyndhurst Township School District, New Jersey","3409210",20841,1459,1243,18139,12746,933,454,11359,2439,104,29,2306,401,76,16,309,5255,346,744,4165
"Madison Borough School District, New Jersey","3409240",14476,583,305,13588,7401,202,209,6990,4754,254,42,4458,250,23,0,227,2071,104,54,1913
"Old Bridge Township School District, New Jersey","3409270",65267,2404,2646,60217,30034,1014,1192,27828,19100,416,533,18151,1341,29,45,1267,14792,945,876,12971
"Mahwah Township School District, New Jersey","3409330",23230,830,875,21525,11261,376,412,10473,7801,141,266,7394,409,34,0,375,3759,279,197,3283
"Manasquan Borough School District, New Jersey","3409420",5871,386,191,5294,4416,262,103,4051,1237,38,66,1133,48,0,8,40,170,86,14,70
"Manchester Township School District, New Jersey","3409450",42316,3242,3584,35490,25334,1912,1838,21584,12735,862,1297,10576,575,60,13,502,3672,408,436,2828
"Mannington Township School District, New Jersey","3409480",1472,157,101,1214,940,34,73,833,468,96,19,353,15,12,0,3,49,15,9,25
"Manville Borough School District, New Jersey","3409630",10340,723,770,8847,6689,577,505,5607,1622,47,121,1454,54,0,0,54,1975,99,144,1732
"Maple Shade Township School District, New Jersey","3409660",18865,1529,1005,16331,9446,791,394,8261,7376,513,370,6493,328,57,87,184,1715,168,154,1393
"Margate City School District, New Jersey","3409690",6373,701,309,5363,2521,307,118,2096,3393,351,169,2873,43,8,0,35,416,35,22,359
"Matawan-Aberdeen Regional School District, New Jersey","3409750",26876,1452,802,24622,14011,812,339,12860,8069,187,200,7682,271,0,19,252,4525,453,244,3828
"Maurice River Township School District, New Jersey","3409780",3807,384,319,3104,3063,308,235,2520,610,29,83,498,34,7,0,27,100,40,1,59
"Maywood Borough School District, New Jersey","3409810",9609,724,343,8542,5112,327,111,4674,2352,161,109,2082,177,58,12,107,1968,178,111,1679
"Merchantville Borough School District, New Jersey","3409960",3811,582,342,2887,2086,460,130,1496,1185,77,118,990,238,29,38,171,302,16,56,230
"Metuchen Borough School District, New Jersey","3409990",13607,477,369,12761,6621,292,157,6172,4370,63,61,4246,135,0,11,124,2481,122,140,2219
"Middle Township School District, New Jersey","3410020",17843,1605,1169,15069,9979,1029,463,8487,6256,537,428,5291,225,18,9,198,1383,21,269,1093
"Middlesex Borough School District, New Jersey","3410050",13703,257,758,12688,9304,157,498,8649,2012,64,108,1840,83,0,0,83,2304,36,152,2116
"Middletown Township School District, New Jersey","3410110",66146,2674,1896,61576,39133,1741,896,36496,21858,702,755,20401,543,12,0,531,4612,219,245,4148
"Midland Park Borough School District, New Jersey","3410140",7162,175,158,6829,4457,32,30,4395,1721,69,69,1583,152,0,0,152,832,74,59,699
"Millburn Township School District, New Jersey","3410200",20102,533,404,19165,8119,242,250,7627,7918,146,53,7719,315,7,0,308,3750,138,101,3511
"Millstone Township School District, New Jersey","3410230",10489,373,359,9757,6071,4,166,5901,3498,357,134,3007,21,0,0,21,899,12,59,828
"Milltown Borough School District, New Jersey","3410290",6935,461,167,6307,4863,195,91,4577,1291,33,76,1182,76,0,0,76,705,233,0,472
"Millville City School District, New Jersey","3410320",28318,4773,2518,21027,20755,3821,1774,15160,5172,508,430,4234,1252,380,244,628,1139,64,70,1005
"Mine Hill Township School District, New Jersey","3410350",3663,112,39,3512,2239,49,20,2170,665,22,10,633,37,0,9,28,722,41,0,681
"Monroe Township School District (Gloucester County), New Jersey","3410470",36076,2489,1802,31785,21144,1797,1160,18187,12725,551,551,11623,268,43,3,222,1939,98,88,1753
"Monroe Township School District (Middlesex County), New Jersey","3410500",39112,1649,1261,36202,16809,803,455,15551,15123,595,578,13950,370,14,14,342,6810,237,214,6359
"Montague Township School District, New Jersey","3410530",3792,521,90,3181,2420,336,79,2005,1203,138,11,1054,17,0,0,17,152,47,0,105
"Montclair Town School District, New Jersey","3410560",37333,2295,1414,33624,16879,1354,766,14759,14780,527,409,13844,466,24,8,434,5208,390,231,4587
"Montgomery Township School District, New Jersey","3410590",22714,702,290,21722,9919,378,160,9381,7271,84,130,7057,254,0,0,254,5270,240,0,5030
"Montville Township School District, New Jersey","3410650",21508,861,563,20084,12230,514,205,11511,4885,151,94,4640,311,57,50,204,4082,139,214,3729
"Moonachie Borough School District, New Jersey","3410680",2711,195,384,2132,1361,95,126,1140,377,30,29,318,61,8,0,53,912,62,229,621
"Moorestown Township School District, New Jersey","3410710",20407,607,408,19392,9486,279,109,9098,9176,241,257,8678,189,32,0,157,1556,55,42,1459
"Morris Plains Borough School District, New Jersey","3410770",5468,172,282,5014,3764,128,220,3416,1212,26,30,1156,62,17,0,45,430,1,32,397
"Morris Township School District, New Jersey","3410810",39701,3070,2189,34442,19707,1138,871,17698,11152,456,239,10457,376,29,25,322,8466,1447,1054,5965
"Mount Arlington Borough School District, New Jersey","3410860",5106,160,50,4896,3340,125,43,3172,1269,0,7,1262,81,0,0,81,416,35,0,381
"Mount Ephraim Borough School District, New Jersey","3410890",4671,507,318,3846,2964,354,189,2421,1537,141,82,1314,57,1,0,56,113,11,47,55
"Mount Olive Township School District, New Jersey","3410980",28161,1610,1856,24695,16874,809,1242,14823,6952,569,178,6205,353,88,1,264,3982,144,435,3403
"Mountain Lakes Borough School District, New Jersey","3411010",4218,84,67,4067,2077,6,37,2034,1511,41,30,1440,37,0,0,37,593,37,0,556
"Mountainside Borough School District, New Jersey","3411040",6532,356,193,5983,3841,326,92,3423,1660,30,27,1603,98,0,0,98,933,0,74,859
"Neptune City School District, New Jersey","3411130",4731,387,294,4050,3489,236,277,2976,840,71,17,752,100,1,0,99,302,79,0,223
"Neptune Township School District, New Jersey","3411160",27500,2586,2080,22834,17452,1441,1424,14587,6280,588,440,5252,465,0,36,429,3303,557,180,2566
"New Brunswick City School District, New Jersey","3411220",47736,16144,7065,24527,20308,8655,2660,8993,5220,1934,424,2862,1643,441,372,830,20565,5114,3609,11842
"New Hanover Township School District, New Jersey","3411250",1751,193,165,1393,951,95,116,740,467,42,10,415,63,0,14,49,270,56,25,189
"New Milford Borough School District, New Jersey","3411280",16193,907,629,14657,6265,433,161,5671,4833,246,166,4421,134,0,0,134,4961,228,302,4431
"New Providence Borough School District, New Jersey","3411310",12114,631,262,11221,6441,336,140,5965,3146,57,12,3077,99,14,0,85,2428,224,110,2094
"Newark City School District, New Jersey","3411340",265041,77198,33553,154290,136663,48124,16323,72216,38347,9363,4964,24020,16092,5023,2120,8949,73939,14688,10146,49105
"Newfield Elementary School District, New Jersey","3411370",1659,135,113,1411,1226,108,94,1024,352,27,16,309,23,0,0,23,58,0,3,55
"Newton Town School District, New Jersey","3411400",7516,1259,594,5663,4790,704,449,3637,1483,220,56,1207,57,0,5,52,1186,335,84,767
"North Arlington Borough School District, New Jersey","3411430",15492,1139,898,13455,8661,438,615,7608,1840,176,64,1600,207,0,0,207,4784,525,219,4040
"North Bergen Township School District, New Jersey","3411460",60689,8582,7067,45040,19345,2976,2561,13808,8113,952,387,6774,2315,341,343,1631,30916,4313,3776,22827
"North Brunswick Township School District, New Jersey","3411490",40048,2255,2378,35415,18629,893,1353,16383,6684,242,208,6234,589,118,49,422,14146,1002,768,12376
"North Plainfield Borough School District, New Jersey","3411640",21842,2436,1479,17927,10719,1002,585,9132,2700,132,116,2452,570,54,59,457,7853,1248,719,5886
"North Wildwood City School District, New Jersey","3411670",3997,605,180,3212,1527,440,72,1015,2193,154,67,1972,69,0,0,69,208,11,41,156
"Nutley Town School District, New Jersey","3411880",28415,1673,1334,25408,18181,946,709,16526,4377,288,163,3926,417,44,22,351,5440,395,440,4605
"Oaklyn Borough School District, New Jersey","3411940",4042,278,174,3590,2442,138,117,2187,1312,91,50,1171,88,19,3,66,200,30,4,166
"Ocean City School District, New Jersey","3411970",11425,894,891,9640,4111,319,316,3476,6589,534,405,5650,44,7,0,37,681,34,170,477
"Ocean Township School District (Monmouth County), New Jersey","3412060",27460,2342,1012,24106,16111,1204,573,14334,6145,530,155,5460,343,34,10,299,4861,574,274,4013
"Ocean Township School District (Ocean County), New Jersey","3412090",8407,507,342,7558,5537,424,163,4950,2320,83,130,2107,12,0,0,12,538,0,49,489
"Oldmans Township School District, New Jersey","3412210",1940,99,171,1670,1101,60,97,944,745,20,51,674,19,9,0,10,75,10,23,42
"Orange City Township School District, New Jersey","3412270",29844,6572,4556,18716,14082,3569,2066,8447,4152,902,611,2639,568,104,20,444,11042,1997,1859,7186
"Oxford Township School District, New Jersey","3412300",2489,69,84,2336,1884,41,56,1787,452,17,23,412,6,3,0,3,147,8,5,134
"Palisades Park Borough School District, New Jersey","3412360",19814,2440,1932,15442,3518,391,236,2891,2955,325,195,2435,383,0,48,335,12958,1724,1453,9781
"Palmyra Borough School District, New Jersey","3412390",7394,612,391,6391,3674,347,257,3070,3254,241,102,2911,23,0,7,16,443,24,25,394
"Paramus Borough School District, New Jersey","3412420",25299,1081,1091,23127,12035,443,629,10963,5499,307,136,5056,317,1,13,303,7448,330,313,6805
"Park Ridge Borough School District, New Jersey","3412450",8512,227,319,7966,4629,101,148,4380,2624,53,82,2489,59,0,0,59,1200,73,89,1038
"Parsippany-Troy Hills Township School District, New Jersey","3412480",52785,2186,2168,48431,24353,741,670,22942,9823,390,485,8948,361,15,25,321,18248,1040,988,16220
"Passaic City School District, New Jersey","3412540",69515,21078,11579,36858,27421,10252,4279,12890,7529,1446,560,5523,4160,937,1147,2076,30405,8443,5593,16369
"Paterson City School District, New Jersey","3412690",144392,41975,22529,79888,66415,23332,9878,33205,13355,3917,1571,7867,18094,5441,4301,8352,46528,9285,6779,30464
"Paulsboro Borough School District, New Jersey","3412720",6056,2050,599,3407,4658,1418,501,2739,1102,475,57,570,97,30,41,26,199,127,0,72
"Pemberton Township School District, New Jersey","3412810",28898,3495,2037,23366,15390,2425,1301,11664,10014,738,522,8754,1193,136,72,985,2301,196,142,1963
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",12822,2164,1691,8967,7239,1422,996,4821,4088,454,351,3283,251,54,0,197,1244,234,344,666
"Pennsauken Township School District, New Jersey","3412870",35613,3686,2964,28963,17662,2378,1448,13836,10213,621,594,8998,2303,79,270,1954,5435,608,652,4175
"Pequannock Township School District, New Jersey","3412900",15531,485,332,14714,10855,322,238,10295,3192,114,44,3034,137,0,0,137,1347,49,50,1248
"Perth Amboy City School District, New Jersey","3412930",50709,12361,6127,32221,20553,4907,1948,13698,4485,804,361,3320,5594,1456,690,3448,20077,5194,3128,11755
"Phillipsburg Town School District, New Jersey","3412960",14713,2763,1916,10034,9387,2121,1136,6130,3966,464,518,2984,157,23,36,98,1203,155,226,822
"Pine Hill Borough School District, New Jersey","3412990",10304,1583,532,8189,6541,1012,304,5225,3062,431,130,2501,162,36,54,72,539,104,44,391
"Pine Valley Borough School District, New Jersey","3413020",3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",50132,2827,2161,45144,23333,1080,1104,21149,8205,412,194,7599,678,68,97,513,17916,1267,766,15883
"Pitman Borough School District, New Jersey","3413080",8927,367,284,8276,5906,279,159,5468,2605,88,95,2422,86,0,0,86,330,0,30,300
"Pittsgrove Township School District, New Jersey","3413110",9217,473,614,8130,6434,390,528,5516,2312,65,59,2188,99,0,9,90,372,18,18,336
"Plainfield City School District, New Jersey","3413140",49195,10767,5483,32945,20173,4618,1928,13627,9145,1338,499,7308,1080,206,209,665,18797,4605,2847,11345
"Pleasantville City School District, New Jersey","3413200",19950,4908,2813,12229,10047,2917,1387,5743,3494,548,581,2365,1413,423,284,706,4996,1020,561,3415
"Plumsted Township School District, New Jersey","3413230",8383,625,330,7428,6552,387,230,5935,1385,187,99,1099,30,0,0,30,416,51,1,364
"Pohatcong Township School District, New Jersey","3413260",3318,228,198,2892,2208,171,116,1921,1031,48,77,906,7,0,0,7,72,9,5,58
"Point Pleasant Borough School District, New Jersey","3413290",18291,972,1076,16243,14406,778,904,12724,3190,116,88,2986,115,0,57,58,580,78,27,475
"Point Pleasant Beach Borough School District, New Jersey","3413320",5050,559,309,4182,3760,463,289,3008,917,24,3,890,71,0,0,71,302,72,17,213
"Pompton Lakes Borough School District, New Jersey","3413350",11126,557,526,10043,7103,173,158,6772,1754,90,33,1631,203,0,0,203,2066,294,335,1437
"Port Republic City School District, New Jersey","3413380",1016,40,11,965,671,23,7,641,238,12,0,226,7,4,0,3,100,1,4,95
"Princeton Regional School District, New Jersey","3413410",22759,1385,994,20380,6174,323,227,5624,9848,493,398,8957,530,55,14,461,6207,514,355,5338
"Quinton Township School District, New Jersey","3413500",2622,215,139,2268,1854,183,94,1577,729,32,38,659,5,0,0,5,34,0,7,27
"Rahway City School District, New Jersey","3413530",27535,3013,1837,22685,16296,1881,761,13654,4662,445,337,3880,575,68,9,498,6002,619,730,4653
"Ramsey Borough School District, New Jersey","3413590",14570,401,348,13821,7423,254,184,6985,5059,71,102,4886,192,14,0,178,1896,62,62,1772
"Randolph Township School District, New Jersey","3413650",25812,1022,533,24257,13705,520,225,12960,6771,190,103,6478,341,35,0,306,4995,277,205,4513
"Hazlet Township School District, New Jersey","3413680",20106,830,987,18289,12139,581,633,10925,6008,99,127,5782,223,10,26,187,1736,140,201,1395
"Ridgefield Borough School District, New Jersey","3413770",11112,608,842,9662,4652,281,454,3917,1365,138,46,1181,279,25,38,216,4816,164,304,4348
"Ridgefield Park Township School District, New Jersey","3413800",12819,695,1200,10924,5031,285,417,4329,3297,190,302,2805,233,17,25,191,4258,203,456,3599
"Ridgewood Village School District, New Jersey","3413830",24916,996,273,23647,8999,230,64,8705,10767,240,108,10419,384,82,11,291,4766,444,90,4232
"Riverdale Borough School District, New Jersey","3413980",3769,69,61,3639,2568,36,29,2503,690,2,23,665,48,0,9,39,463,31,0,432
"Riverside Township School District, New Jersey","3414010",8007,798,546,6663,4374,441,271,3662,2332,202,185,1945,101,17,5,79,1200,138,85,977
"Riverton Borough School District, New Jersey","3414040",2685,28,69,2588,1259,13,42,1204,1279,5,27,1247,39,0,0,39,108,10,0,98
"Rochelle Park Township School District, New Jersey","3414070",5373,171,395,4807,2698,136,191,2371,1149,0,45,1104,39,0,0,39,1487,35,159,1293
"Rockleigh Borough School District, New Jersey","3414160",245,12,0,233,143,8,0,135,72,4,0,68,2,0,0,2,28,0,0,28
"Roosevelt Borough School District, New Jersey","3414220",816,70,26,720,439,47,11,381,269,15,15,239,10,8,0,2,98,0,0,98
"Roselle Borough School District, New Jersey","3414280",21113,2855,1736,16522,10870,1750,996,8124,3644,252,341,3051,392,36,110,246,6207,817,289,5101
"Roselle Park Borough School District, New Jersey","3414310",13291,754,891,11646,6906,299,550,6057,1699,166,61,1472,680,0,26,654,4006,289,254,3463
"Roxbury Township School District, New Jersey","3414340",23248,866,554,21828,15965,580,423,14962,4522,181,115,4226,266,0,0,266,2495,105,16,2374
"Rutherford Borough School District, New Jersey","3414460",17990,1101,774,16115,10143,440,247,9456,3564,134,238,3192,102,0,0,102,4181,527,289,3365
"Saddle Brook Township School District, New Jersey","3414490",13698,979,1016,11703,7773,353,479,6941,2626,250,97,2279,99,2,39,58,3200,374,401,2425
"Saddle River Borough School District, New Jersey","3414520",3148,74,214,2860,1234,28,61,1145,1072,28,12,1032,43,10,0,33,799,8,141,650
"Salem City School District, New Jersey","3414550",5091,2006,955,2130,3703,1528,644,1531,1216,391,311,514,41,34,0,7,131,53,0,78
"Sayreville Borough School District, New Jersey","3414640",43107,2476,1876,38755,21287,1118,924,19245,9245,601,349,8295,1028,134,0,894,11547,623,603,10321
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",30849,450,374,30025,16198,211,167,15820,9436,156,73,9207,388,11,0,377,4827,72,134,4621
"Sea Girt Borough School District, New Jersey","3414730",1852,55,98,1699,1237,35,74,1128,535,5,24,506,24,8,0,16,56,7,0,49
"Sea Isle City School District, New Jersey","3414760",1861,156,86,1619,756,111,63,582,1030,33,23,974,28,0,0,28,47,12,0,35
"Secaucus Town School District, New Jersey","3414850",16676,1438,706,14532,8009,733,251,7025,2858,86,160,2612,414,46,54,314,5395,573,241,4581
"Somerville Borough School District, New Jersey","3415090",11877,863,942,10072,7283,560,575,6148,1754,143,112,1499,157,7,1,149,2683,153,254,2276
"South Amboy City School District, New Jersey","3415120",8690,650,768,7272,5485,486,571,4428,1678,74,56,1548,42,0,0,42,1485,90,141,1254
"Lake Como Borough School District, New Jersey","3415150",1715,270,137,1308,1112,169,116,827,285,18,11,256,21,10,0,11,297,73,10,214
"South Bound Brook Borough School District, New Jersey","3415180",4584,369,353,3862,2754,128,170,2456,753,69,19,665,33,0,12,21,1044,172,152,720
"South Brunswick Township School District, New Jersey","3415210",43744,1252,1165,41327,18988,734,686,17568,9336,261,190,8885,419,0,0,419,15001,257,289,14455
"South Hackensack Township School District, New Jersey","3415240",2413,115,216,2082,1323,64,95,1164,296,31,4,261,19,0,0,19,775,20,117,638
"South Orange-Maplewood School District, New Jersey","3415330",38319,2056,1454,34809,16365,948,575,14842,14696,495,191,14010,420,30,34,356,6838,583,654,5601
"South Plainfield Borough School District, New Jersey","3415360",23314,905,842,21567,13799,323,384,13092,4109,276,153,3680,377,8,41,328,5029,298,264,4467
"South River Borough School District, New Jersey","3415390",16035,1683,1194,13158,8279,715,509,7055,2497,354,152,1991,491,193,0,298,4768,421,533,3814
"Sparta Township School District, New Jersey","3415510",19576,648,480,18448,11950,442,301,11207,5880,162,108,5610,162,17,8,137,1584,27,63,1494
"Spotswood Borough School District, New Jersey","3415540",10615,395,479,9741,6842,230,283,6329,2013,91,36,1886,191,1,23,167,1569,73,137,1359
"Spring Lake Borough School District, New Jersey","3415570",3011,128,73,2810,2051,74,50,1927,847,54,23,770,11,0,0,11,102,0,0,102
"Spring Lake Heights Borough School District, New Jersey","3415600",4709,347,179,4183,3060,167,112,2781,1470,180,39,1251,12,0,0,12,167,0,28,139
"Springfield Township School District, New Jersey","3415630",16249,987,333,14929,8496,366,122,8008,3652,147,115,3390,97,0,0,97,4004,474,96,3434
"Stone Harbor Borough School District, New Jersey","3415810",736,60,40,636,161,13,5,143,547,46,27,474,3,0,0,3,25,1,8,16
"Summit City School District, New Jersey","3415900",21615,1704,454,19457,9592,891,132,8569,7085,264,118,6703,418,10,21,387,4520,539,183,3798
