"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Mount Olive Township School District, New Jersey","3410980",28367,1508,1494,25365,16811,799,991,15021,6613,410,112,6091,425,84,1,340,4518,215,390,3913
"Mountain Lakes Borough School District, New Jersey","3411010",4235,129,100,4006,2022,11,51,1960,1603,63,49,1491,35,0,0,35,575,55,0,520
"Mountainside Borough School District, New Jersey","3411040",6558,313,229,6016,3936,287,122,3527,1656,26,36,1594,86,0,0,86,880,0,71,809
"Neptune City School District, New Jersey","3411130",4653,579,268,3806,3263,325,238,2700,909,136,30,743,111,0,0,111,370,118,0,252
"Neptune Township School District, New Jersey","3411160",27375,3105,2081,22189,17161,1832,1377,13952,6013,568,469,4976,519,51,24,444,3682,654,211,2817
"New Brunswick City School District, New Jersey","3411220",47935,16711,7881,23343,20037,8579,3230,8228,5194,2083,510,2601,1730,478,291,961,20974,5571,3850,11553
"New Hanover Township School District, New Jersey","3411250",1699,175,191,1333,869,81,133,655,525,36,16,473,70,0,15,55,235,58,27,150
"New Milford Borough School District, New Jersey","3411280",16283,983,826,14474,6642,490,245,5907,4551,257,207,4087,210,0,0,210,4880,236,374,4270
"New Providence Borough School District, New Jersey","3411310",12210,438,250,11522,6549,269,124,6156,3333,43,11,3279,96,0,0,96,2232,126,115,1991
"Newark City School District, New Jersey","3411340",267061,79805,35560,151696,137070,49216,17880,69974,37008,9860,4774,22374,16473,5060,2139,9274,76510,15669,10767,50074
"Newfield Elementary School District, New Jersey","3411370",1679,115,100,1464,1278,107,89,1082,304,8,7,289,16,0,0,16,81,0,4,77
"Newton Town School District, New Jersey","3411400",7450,1224,709,5517,4974,771,519,3684,1272,190,81,1001,73,0,0,73,1131,263,109,759
"North Arlington Borough School District, New Jersey","3411430",15587,1386,1122,13079,9185,612,731,7842,1963,163,101,1699,275,18,9,248,4164,593,281,3290
"North Bergen Township School District, New Jersey","3411460",61377,9725,6239,45413,19253,3269,2049,13935,8365,1177,333,6855,2219,354,292,1573,31540,4925,3565,23050
"North Brunswick Township School District, New Jersey","3411490",40579,2536,2176,35867,19126,1151,1069,16906,6558,352,228,5978,565,81,111,373,14330,952,768,12610
"North Plainfield Borough School District, New Jersey","3411640",21936,2577,1039,18320,10219,1136,393,8690,2719,147,91,2481,640,47,16,577,8358,1247,539,6572
"North Wildwood City School District, New Jersey","3411670",3963,505,232,3226,1512,323,90,1099,2185,182,109,1894,44,0,0,44,222,0,33,189
"Nutley Town School District, New Jersey","3411880",28551,1602,1079,25870,18332,976,621,16735,4430,233,194,4003,464,31,24,409,5325,362,240,4723
"Oaklyn Borough School District, New Jersey","3411940",4019,302,208,3509,2493,159,137,2197,1259,101,62,1096,50,6,5,39,217,36,4,177
"Ocean City School District, New Jersey","3411970",11345,877,750,9718,3699,344,225,3130,6664,365,363,5936,107,14,0,93,875,154,162,559
"Ocean Township School District (Monmouth County), New Jersey","3412060",27398,2790,1091,23517,15800,1404,611,13785,6113,505,144,5464,356,47,0,309,5129,834,336,3959
"Ocean Township School District (Ocean County), New Jersey","3412090",8490,414,490,7586,5861,345,322,5194,2110,69,119,1922,11,0,0,11,508,0,49,459
"Oldmans Township School District, New Jersey","3412210",1917,127,195,1595,1059,69,114,876,763,42,47,674,18,8,0,10,77,8,34,35
"Orange City Township School District, New Jersey","3412270",30002,7748,5249,17005,14143,4309,2474,7360,4360,1011,728,2621,646,105,33,508,10853,2323,2014,6516
"Oxford Township School District, New Jersey","3412300",2438,74,84,2280,1814,40,63,1711,447,17,18,412,7,3,0,4,170,14,3,153
"Palisades Park Borough School District, New Jersey","3412360",20066,2288,2088,15690,3965,297,323,3345,2871,279,157,2435,442,0,46,396,12788,1712,1562,9514
"Palmyra Borough School District, New Jersey","3412390",7364,517,423,6424,3595,191,248,3156,3139,284,143,2712,266,0,9,257,364,42,23,299
"Paramus Borough School District, New Jersey","3412420",25360,796,1176,23388,11476,323,445,10708,5461,212,138,5111,482,4,0,478,7941,257,593,7091
"Park Ridge Borough School District, New Jersey","3412450",8569,260,161,8148,4801,110,107,4584,2409,42,46,2321,73,0,0,73,1286,108,8,1170
"Parsippany-Troy Hills Township School District, New Jersey","3412480",52744,2479,2082,48183,24378,975,735,22668,9661,444,466,8751,394,3,16,375,18311,1057,865,16389
"Passaic City School District, New Jersey","3412540",70063,22200,11175,36688,27175,10446,4367,12362,7781,1517,544,5720,4604,1244,1133,2227,30503,8993,5131,16379
"Paterson City School District, New Jersey","3412690",144799,41115,22792,80892,67979,22590,10590,34799,13224,3537,1514,8173,15349,4738,3702,6909,48247,10250,6986,31011
"Paulsboro Borough School District, New Jersey","3412720",6037,2035,536,3466,4651,1447,433,2771,1099,470,47,582,101,31,56,14,186,87,0,99
"Pemberton Township School District, New Jersey","3412810",28981,3304,1939,23738,14641,2088,1112,11441,10597,867,580,9150,1395,125,72,1198,2348,224,175,1949
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",12694,2394,1768,8532,6928,1509,1030,4389,4069,461,381,3227,194,71,0,123,1503,353,357,793
"Pennsauken Township School District, New Jersey","3412870",35469,3341,2973,29155,18330,2053,1681,14596,9826,686,517,8623,1876,105,109,1662,5437,497,666,4274
"Pequannock Township School District, New Jersey","3412900",15570,540,296,14734,10873,439,232,10202,3209,101,30,3078,171,0,0,171,1317,0,34,1283
"Perth Amboy City School District, New Jersey","3412930",51089,11704,6264,33121,20477,4613,1948,13916,5036,902,427,3707,5527,1281,726,3520,20049,4908,3163,11978
"Phillipsburg Town School District, New Jersey","3412960",14558,2577,1728,10253,9003,1819,895,6289,3940,454,556,2930,141,21,52,68,1474,283,225,966
"Pine Hill Borough School District, New Jersey","3412990",10366,1376,724,8266,6602,930,442,5230,3085,325,196,2564,201,39,33,129,478,82,53,343
"Pine Valley Borough School District, New Jersey","3413020",2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",49658,2990,2102,44566,22674,1293,999,20382,7990,492,243,7255,541,69,0,472,18453,1136,860,16457
"Pitman Borough School District, New Jersey","3413080",8889,429,337,8123,5982,252,198,5532,2522,177,101,2244,87,0,0,87,298,0,38,260
"Pittsgrove Township School District, New Jersey","3413110",9150,666,812,7672,6572,556,740,5276,2081,82,38,1961,65,0,10,55,432,28,24,380
"Plainfield City School District, New Jersey","3413140",49677,11463,6008,32206,20205,4889,2137,13179,8723,1151,453,7119,1051,153,186,712,19698,5270,3232,11196
"Pleasantville City School District, New Jersey","3413200",20044,4778,3063,12203,10097,2838,1182,6077,3608,584,699,2325,1287,372,252,663,5052,984,930,3138
"Plumsted Township School District, New Jersey","3413230",8400,650,327,7423,6610,365,234,6011,1325,218,92,1015,33,0,0,33,432,67,1,364
"Pohatcong Township School District, New Jersey","3413260",3278,295,201,2782,2086,195,117,1774,1095,92,79,924,11,0,0,11,86,8,5,73
"Point Pleasant Borough School District, New Jersey","3413290",18354,1151,1058,16145,14504,894,912,12698,3205,170,110,2925,99,8,20,71,546,79,16,451
"Point Pleasant Beach Borough School District, New Jersey","3413320",4995,586,175,4234,3655,487,129,3039,869,28,29,812,55,0,0,55,416,71,17,328
"Pompton Lakes Borough School District, New Jersey","3413350",11115,595,541,9979,6902,170,206,6526,1839,101,44,1694,185,0,0,185,2189,324,291,1574
"Port Republic City School District, New Jersey","3413380",1093,63,19,1011,708,43,14,651,248,15,0,233,12,4,0,8,125,1,5,119
"Princeton Public Schools, New Jersey","3413410",23466,1340,664,21462,6262,327,117,5818,10121,430,244,9447,561,54,24,483,6522,529,279,5714
"Quinton Township School District, New Jersey","3413500",2624,212,175,2237,1829,178,119,1532,734,34,49,651,19,0,0,19,42,0,7,35
"Rahway City School District, New Jersey","3413530",27784,2658,2252,22874,16022,1746,902,13374,4706,267,468,3971,619,59,46,514,6437,586,836,5015
"Ramsey Borough School District, New Jersey","3413590",14650,378,276,13996,7387,229,183,6975,5284,82,46,5156,181,7,0,174,1798,60,47,1691
"Randolph Township School District, New Jersey","3413650",25877,944,841,24092,13477,498,281,12698,6869,119,126,6624,350,38,14,298,5181,289,420,4472
"Hazlet Township School District, New Jersey","3413680",20053,887,843,18323,11958,584,534,10840,6098,138,135,5825,157,0,12,145,1840,165,162,1513
"Ridgefield Borough School District, New Jersey","3413770",11191,697,649,9845,4410,296,258,3856,1247,79,40,1128,228,9,35,184,5306,313,316,4677
"Ridgefield Park Township School District, New Jersey","3413800",12875,892,1088,10895,5143,344,420,4379,3166,300,268,2598,204,17,19,168,4362,231,381,3750
"Ridgewood Village School District, New Jersey","3413830",25053,1119,267,23667,8978,272,63,8643,10306,217,88,10001,448,95,0,353,5321,535,116,4670
"Riverdale Borough School District, New Jersey","3413980",3878,80,60,3738,2733,39,29,2665,611,3,21,587,53,0,10,43,481,38,0,443
"Riverside Township School District, New Jersey","3414010",7985,864,536,6585,4251,439,296,3516,2194,219,158,1817,94,19,4,71,1446,187,78,1181
"Riverton Borough School District, New Jersey","3414040",2672,116,79,2477,1367,63,52,1252,1159,38,27,1094,22,0,0,22,124,15,0,109
"Rochelle Park Township School District, New Jersey","3414070",5387,189,421,4777,2806,150,190,2466,1156,0,67,1089,63,0,0,63,1362,39,164,1159
"Rockleigh Borough School District, New Jersey","3414160",209,10,2,197,114,10,2,102,71,0,0,71,2,0,0,2,22,0,0,22
"Roosevelt Borough School District, New Jersey","3414220",744,76,21,647,465,59,5,401,211,8,16,187,13,9,0,4,55,0,0,55
"Roselle Borough School District, New Jersey","3414280",21245,3416,2422,15407,11064,2067,1354,7643,3415,278,499,2638,454,84,106,264,6312,987,463,4862
"Roselle Park Borough School District, New Jersey","3414310",13443,825,1196,11422,7451,346,818,6287,1566,137,55,1374,624,0,24,600,3802,342,299,3161
"Roxbury Township School District, New Jersey","3414340",23306,1042,617,21647,15339,652,429,14258,4661,201,150,4310,384,12,15,357,2922,177,23,2722
"Rutherford Borough School District, New Jersey","3414460",18115,1079,855,16181,9826,393,275,9158,3727,161,255,3311,109,0,6,103,4453,525,319,3609
"Saddle Brook Township School District, New Jersey","3414490",13812,1076,985,11751,8131,453,460,7218,2438,196,105,2137,90,2,25,63,3153,425,395,2333
"Saddle River Borough School District, New Jersey","3414520",3160,38,185,2937,979,7,50,922,1166,14,0,1152,37,0,0,37,978,17,135,826
"Salem City School District, New Jersey","3414550",5039,2064,680,2295,3766,1527,570,1669,1060,405,110,545,100,88,0,12,113,44,0,69
"Sayreville Borough School District, New Jersey","3414640",43720,2387,1913,39420,21205,1109,922,19174,9618,486,334,8798,1031,105,0,926,11866,687,657,10522
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",31125,336,1042,29747,16542,161,554,15827,9051,88,131,8832,367,0,0,367,5165,87,357,4721
"Sea Girt Borough School District, New Jersey","3414730",1843,32,84,1727,1200,27,74,1099,593,5,10,578,23,0,0,23,27,0,0,27
"Sea Isle City School District, New Jersey","3414760",1824,128,43,1653,637,60,23,554,1107,55,20,1032,18,0,0,18,62,13,0,49
"Secaucus Town School District, New Jersey","3414850",17205,1641,949,14615,7666,887,290,6489,2908,128,195,2585,339,50,38,251,6292,576,426,5290
"Somerville Borough School District, New Jersey","3415090",11910,723,871,10316,7318,539,527,6252,1774,100,114,1560,184,9,1,174,2634,75,229,2330
"South Amboy City School District, New Jersey","3415120",8742,672,768,7302,5641,558,558,4525,1646,69,42,1535,39,0,0,39,1416,45,168,1203
"Lake Como Borough School District, New Jersey","3415150",1647,289,138,1220,1018,189,101,728,290,15,21,254,20,12,0,8,319,73,16,230
"South Bound Brook Borough School District, New Jersey","3415180",4585,378,285,3922,2622,137,144,2341,963,53,28,882,20,0,10,10,980,188,103,689
"South Brunswick Township School District, New Jersey","3415210",44253,1258,1329,41666,19690,671,635,18384,9333,323,277,8733,300,0,15,285,14930,264,402,14264
"South Hackensack Township School District, New Jersey","3415240",2636,215,253,2168,1288,114,102,1072,293,22,5,266,6,0,0,6,1049,79,146,824
"South Orange-Maplewood School District, New Jersey","3415330",38651,2370,1610,34671,16594,1111,601,14882,14262,549,141,13572,436,52,11,373,7359,658,857,5844
"South Plainfield Borough School District, New Jersey","3415360",23451,1144,1008,21299,13550,540,427,12583,4169,236,180,3753,387,9,30,348,5345,359,371,4615
"South River Borough School District, New Jersey","3415390",16128,2018,1206,12904,8950,905,739,7306,2004,316,84,1604,525,183,0,342,4649,614,383,3652
"Sparta Township School District, New Jersey","3415510",19490,564,579,18347,11917,364,398,11155,5689,138,124,5427,198,17,12,169,1686,45,45,1596
"Spotswood Borough School District, New Jersey","3415540",10730,394,584,9752,7022,232,324,6466,2162,109,50,2003,161,0,20,141,1385,53,190,1142
"Spring Lake Borough School District, New Jersey","3415570",2999,111,85,2803,1879,66,60,1753,970,45,25,900,8,0,0,8,142,0,0,142
"Spring Lake Heights Borough School District, New Jersey","3415600",4691,277,99,4315,3072,174,64,2834,1434,103,24,1307,10,0,0,10,175,0,11,164
"Springfield Township School District, New Jersey","3415630",16719,866,332,15521,9292,402,120,8770,3323,107,120,3096,270,0,0,270,3834,357,92,3385
"Stone Harbor Borough School District, New Jersey","3415810",775,62,48,665,221,14,6,201,518,47,30,441,3,0,0,3,33,1,12,20
"Summit City School District, New Jersey","3415900",21764,1083,658,20023,9798,650,230,8918,7113,211,85,6817,359,19,25,315,4494,203,318,3973
"Teaneck Township School District, New Jersey","3416080",39263,2523,2284,34456,11775,607,1011,10157,17563,1065,701,15797,684,122,0,562,9241,729,572,7940
"The Chathams School District, New Jersey","3400004",19465,531,402,18532,9652,345,139,9168,6997,112,84,6801,245,7,0,238,2571,67,179,2325
"Great Meadows Regional School District, New Jersey","3400008",8428,481,284,7663,5958,338,119,5501,1834,125,93,1616,168,0,0,168,468,18,72,378
"Tenafly Borough School District, New Jersey","3416110",14591,868,56,13667,4087,123,15,3949,5899,206,1,5692,255,121,0,134,4350,418,40,3892
"Toms River Regional School District, New Jersey","3416230",106910,7429,5963,93518,75178,5295,3902,65981,21492,1243,1358,18891,1085,115,50,920,9155,776,653,7726
"Trenton City School District, New Jersey","3416290",79926,22681,11768,45477,43605,13840,5954,23811,12008,3091,1503,7414,4778,1344,657,2777,19535,4406,3654,11475
"Union Beach Borough School District, New Jersey","3416350",5943,378,484,5081,4330,320,198,3812,922,25,89,808,43,15,0,28,648,18,197,433
"Union City School District, New Jersey","3416380",67699,16557,9656,41486,19150,5545,3029,10576,5957,1371,567,4019,3451,686,539,2226,39141,8955,5521,24665
"Barnegat Township School District, New Jersey","3416470",21462,1737,687,19038,13408,882,406,12120,6402,703,209,5490,272,34,0,238,1380,118,72,1190
"Union Township School District, New Jersey","3416500",55713,4386,2796,48531,31341,2732,1794,26815,6679,450,300,5929,1302,113,76,1113,16391,1091,626,14674
"Upper Freehold Regional School District, New Jersey","3416560",8726,179,158,8389,5592,150,49,5393,2630,25,90,2515,61,0,0,61,443,4,19,420
"Upper Pittsgrove Township School District, New Jersey","3416590",3430,192,68,3170,2481,91,68,2322,763,33,0,730,34,0,0,34,152,68,0,84
"Upper Township School District, New Jersey","3416650",12231,578,472,11181,7357,376,271,6710,4542,184,189,4169,60,0,0,60,272,18,12,242
"Ventnor City City School District, New Jersey","3416680",10632,1761,1229,7642,4231,835,487,2909,3250,547,390,2313,285,111,45,129,2866,268,307,2291
"Vernon Township School District, New Jersey","3416710",23142,1278,984,20880,15966,867,718,14381,5370,237,184,4949,277,2,30,245,1529,172,52,1305
"Verona Borough School District, New Jersey","3416740",13446,344,418,12684,8392,148,156,8088,3327,33,43,3251,81,12,0,69,1646,151,219,1276
"Vineland City School District, New Jersey","3416800",59922,9921,5992,44009,37919,6291,3202,28426,9121,1068,770,7283,5241,1283,802,3156,7641,1279,1218,5144
"Waldwick Borough School District, New Jersey","3416860",9807,394,264,9149,5791,246,118,5427,2418,34,56,2328,60,0,0,60,1538,114,90,1334
"Wall Township School District, New Jersey","3416890",25751,1363,995,23393,18915,955,585,17375,5377,331,334,4712,181,0,0,181,1278,77,76,1125
"Wallington Borough School District, New Jersey","3416920",11467,1298,972,9197,5179,617,337,4225,753,117,70,566,114,8,13,93,5421,556,552,4313
"Washington Township School District (Burlington County), New Jersey","3417040",808,103,29,676,545,52,24,469,170,26,5,139,49,3,0,46,44,22,0,22
"Washington Township School District (Gloucester County), New Jersey","3417070",47892,1991,2030,43871,22243,999,855,20389,22128,807,912,20409,468,26,29,413,3053,159,234,2660
"Robbinsville Township School District, New Jersey","3417100",13925,273,471,13181,8351,154,291,7906,3376,98,124,3154,113,0,10,103,2085,21,46,2018
"Waterford Township School District, New Jersey","3417250",10643,719,733,9191,7374,472,612,6290,2903,162,121,2620,58,22,0,36,308,63,0,245
"Wayne Township School District, New Jersey","3417280",52496,2153,1741,48602,32068,1286,1004,29778,9891,303,144,9444,434,28,0,406,10103,536,593,8974
"Weehawken Township School District, New Jersey","3417310",13109,1265,630,11214,3954,392,112,3450,3803,274,68,3461,432,113,55,264,4920,486,395,4039
"West Deptford Township School District, New Jersey","3417430",21336,1338,1186,18812,13244,677,754,11813,6899,554,303,6042,189,13,0,176,1004,94,129,781
"West Milford Township School District, New Jersey","3417520",26334,1179,789,24366,18268,800,501,16967,6352,242,249,5861,120,0,0,120,1594,137,39,1418
"West New York Town School District, New Jersey","3417580",51335,11334,5988,34013,13717,3565,1571,8581,6139,813,397,4929,1760,280,164,1316,29719,6676,3856,19187
"West Orange Town School District, New Jersey","3417610",45790,2777,2707,40306,21920,1381,1164,19375,9912,412,390,9110,580,56,0,524,13378,928,1153,11297
"West Wildwood Borough School District, New Jersey","3417670",522,38,74,410,131,15,48,68,382,17,26,339,6,6,0,0,3,0,0,3
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",51046,2272,1349,47425,14590,847,433,13310,14358,577,288,13493,594,48,2,544,21504,800,626,20078
"Westfield Town School District, New Jersey","3417760",30412,661,407,29344,15657,294,125,15238,11125,261,136,10728,365,0,16,349,3265,106,130,3029
"Westwood Regional School District, New Jersey","3417820",20207,900,899,18408,11225,290,434,10501,5631,150,72,5409,134,0,13,121,3217,460,380,2377
"Weymouth Township School District, New Jersey","3417850",2675,297,92,2286,1594,138,56,1400,863,118,36,709,16,0,0,16,202,41,0,161
"White Township School District, New Jersey","3417910",4635,218,171,4246,3016,140,119,2757,1362,49,37,1276,5,5,0,0,252,24,15,213
"Wildwood City School District, New Jersey","3417940",5255,1748,808,2699,1995,773,300,922,2094,425,244,1425,334,199,89,46,832,351,175,306
"Wildwood Crest Borough School District, New Jersey","3417970",3225,171,104,2950,1121,66,10,1045,1884,95,87,1702,91,10,0,81,129,0,7,122
"Willingboro Township School District, New Jersey","3418000",31526,2660,2320,26546,13716,1500,1098,11118,12470,639,971,10860,806,76,23,707,4534,445,228,3861
"Winfield Township School District, New Jersey","3418030",1465,88,60,1317,1301,75,56,1170,122,10,4,108,6,0,0,6,36,3,0,33
"Winslow Township School District, New Jersey","3418060",38455,3746,2195,32514,20916,2208,1311,17397,13409,1086,558,11765,576,91,0,485,3554,361,326,2867
"Woodbine Borough School District, New Jersey","3418090",2544,849,362,1333,1706,573,251,882,548,182,71,295,216,72,36,108,74,22,4,48
"Woodbridge Township School District, New Jersey","3418120",96307,6252,4594,85461,50047,2988,1986,45073,14125,1053,759,12313,1783,200,105,1478,30352,2011,1744,26597
"Woodbury City School District, New Jersey","3418150",9844,1830,728,7286,6187,1269,553,4365,2976,425,144,2407,107,38,0,69,574,98,31,445
"Woodlynne Borough School District, New Jersey","3418270",2968,841,396,1731,1477,600,141,736,398,86,22,290,300,58,28,214,793,97,205,491
"Wood-Ridge Borough School District, New Jersey","3418300",8249,530,340,7379,5355,361,226,4768,1273,51,114,1108,94,0,0,94,1527,118,0,1409
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7368,793,362,6213,4337,501,169,3667,2771,275,183,2313,21,0,0,21,239,17,10,212
"Remainder of New Jersey, New Jersey","3499999",1622769,94114,76168,1452487,933765,54803,42531,836431,479844,22081,19166,438597,21299,2209,1459,17631,187861,15021,13012,159828
